func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	3.13e-07	6.38978	12.7796	
nrm2	float	10000	3.635e-06	5.50206	11.0041	
nrm2	float	100000	9.8017e-06	20.4046	40.8092	
nrm2	float	1000000	2.59206e-05	77.1587	154.317	
nrm2	float	10000000	0.000257177	77.7674	155.535	
nrm2	float	100000000	0.00761495	26.2641	52.5282	
nrm2	double	1000	5.049e-07	3.96118	15.8447	
nrm2	double	10000	8.8831e-06	2.25147	9.00587	
nrm2	double	100000	1.01878e-05	19.6313	78.5253	
nrm2	double	1000000	3.25054e-05	61.5282	246.113	
nrm2	double	10000000	0.00721338	2.77262	11.0905	
nrm2	double	100000000	0.0306902	6.51673	26.0669	
