func	prec	M	N	time[sec]	perf[GFLOPS] 
mv_mul(CRS)	float	1000	1000	0.0256591	0.00631355	
mv_mul(CRS)	float	10000	10000	0.000937828	1.7274	
mv_mul(CRS)	float	100000	100000	0.00331561	4.88598	
mv_mul(CRS)	float	1000000	1000000	0.0223392	7.25182	
mv_mul(CRS)	double	1000	1000	0.000703969	0.230124	
mv_mul(CRS)	double	10000	10000	0.00112607	1.43864	
mv_mul(CRS)	double	100000	100000	0.00382856	4.23136	
mv_mul(CRS)	double	1000000	1000000	0.030311	5.3446	
