func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	0.00183276	0.00109125	0.00436501	
sv_sub	float	10000	0.00189297	0.0105654	0.0422617	
sv_sub	float	100000	0.00300658	0.0665208	0.266083	
sv_sub	float	1000000	0.0125943	0.158803	0.63521	
sv_sub	float	10000000	0.0957158	0.208952	0.835807	
