func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.60406e-05	0.124684	0.748102	
vv_mul	float	10000	2.52632e-05	0.791665	4.74999	
vv_mul	float	100000	0.00011687	1.7113	10.2678	
vv_mul	float	1000000	0.000927131	2.15719	12.9432	
vv_mul	float	10000000	0.0299681	0.667377	4.00426	
vv_mul	float	100000000	0.231249	0.864868	5.18921	
vv_mul	double	1000	1.92972e-05	0.103642	1.2437	
vv_mul	double	10000	5.00309e-05	0.399753	4.79704	
vv_mul	double	100000	0.000249486	0.801647	9.61976	
vv_mul	double	1000000	0.00175724	1.13815	13.6578	
vv_mul	double	10000000	0.0509731	0.392364	4.70836	
vv_mul	double	100000000	0.489901	0.408245	4.89894	
