func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	6.2839e-05	15.9137	127.309	
mscal(Dense)	float	2000	2000	9.90025e-05	40.403	323.224	
mscal(Dense)	float	3000	3000	0.000284722	31.6098	252.879	
mscal(Dense)	float	4000	4000	0.00595461	2.68699	21.4959	
mscal(Dense)	float	5000	5000	0.0121175	2.06314	16.5051	
mscal(Dense)	float	6000	6000	0.0176327	2.04166	16.3333	
mscal(Dense)	float	7000	7000	0.0245083	1.99932	15.9946	
mscal(Dense)	float	8000	8000	0.0318114	2.01186	16.0949	
mscal(Dense)	float	9000	9000	0.0358348	2.26037	18.083	
mscal(Dense)	float	10000	10000	0.0445746	2.24343	17.9475	
mscal(Dense)	double	1000	1000	4.97443e-05	20.1028	321.645	
mscal(Dense)	double	2000	2000	0.000197275	20.2763	324.42	
mscal(Dense)	double	3000	3000	0.00683418	1.31691	21.0706	
mscal(Dense)	double	4000	4000	0.0138862	1.15222	18.4355	
mscal(Dense)	double	5000	5000	0.0218535	1.14398	18.3037	
mscal(Dense)	double	6000	6000	0.0319735	1.12593	18.0149	
mscal(Dense)	double	7000	7000	0.0439801	1.11414	17.8263	
mscal(Dense)	double	8000	8000	0.041781	1.5318	24.5087	
mscal(Dense)	double	9000	9000	0.0578397	1.40042	22.4067	
mscal(Dense)	double	10000	10000	0.0840317	1.19003	19.0404	
