func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000256996	0.00389111	0.0311289	
scal	float	10000	0.000285029	0.0350841	0.280673	
scal	float	100000	0.000288112	0.347087	2.7767	
scal	float	1000000	0.000365441	2.73642	21.8914	
scal	float	10000000	0.00106935	9.35149	74.8119	
scal	float	100000000	0.00839432	11.9128	95.3025	
scal	double	1000	0.000276028	0.00362282	0.0579651	
scal	double	10000	0.000281345	0.0355436	0.568698	
scal	double	100000	0.000307312	0.325402	5.20644	
scal	double	1000000	0.000418828	2.38761	38.2018	
scal	double	10000000	0.00192899	5.18405	82.9448	
scal	double	100000000	0.0165134	6.05567	96.8908	
