func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000232111	0.00430828	0.0344662	
tanh	float	10000	3.68068e-05	0.271689	2.17351	
tanh	float	100000	0.000151442	0.660319	5.28255	
tanh	float	1000000	0.00123472	0.809901	6.4792	
tanh	float	10000000	0.0111454	0.897232	7.17786	
tanh	float	100000000	0.110433	0.905526	7.24421	
tanh	double	1000	1.19552e-05	0.0836456	1.33833	
tanh	double	10000	8.40813e-05	0.118933	1.90292	
tanh	double	100000	0.000293687	0.340498	5.44798	
tanh	double	1000000	0.00200255	0.499363	7.98981	
tanh	double	10000000	0.0192523	0.519418	8.3107	
tanh	double	100000000	0.190034	0.52622	8.41952	
