func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.599e-07	3.84763	30.7811	
scal	float	10000	1.7709e-06	5.64685	45.1748	
scal	float	100000	8.9382e-06	11.1879	89.5035	
scal	float	1000000	2.28911e-05	43.6851	349.481	
scal	float	10000000	0.000489645	20.423	163.384	
scal	float	100000000	0.016924	5.90878	47.2702	
scal	double	1000	3.182e-07	3.14268	50.2828	
scal	double	10000	6.4235e-06	1.55678	24.9085	
scal	double	100000	0.00025136	0.397835	6.36537	
scal	double	1000000	4.21342e-05	23.7337	379.739	
scal	double	10000000	0.00833903	1.19918	19.1869	
scal	double	100000000	0.0425114	2.35231	37.637	
