func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00224265
convert(COO,Dense)	Dense	float	2000	2000	0.0055378
convert(COO,Dense)	Dense	float	3000	3000	0.0168071
convert(COO,Dense)	Dense	float	4000	4000	0.0281213
convert(COO,Dense)	Dense	float	5000	5000	0.0434514
convert(COO,Dense)	Dense	float	6000	6000	0.061108
convert(COO,Dense)	Dense	float	7000	7000	0.0812233
convert(COO,Dense)	Dense	float	8000	8000	0.106125
convert(COO,Dense)	Dense	float	9000	9000	0.131585
convert(COO,Dense)	Dense	float	10000	10000	0.161576
convert(COO,Dense)	Dense	double	1000	1000	0.00271909
convert(COO,Dense)	Dense	double	2000	2000	0.00862345
convert(COO,Dense)	Dense	double	3000	3000	0.0302486
convert(COO,Dense)	Dense	double	4000	4000	0.0531088
convert(COO,Dense)	Dense	double	5000	5000	0.0810762
convert(COO,Dense)	Dense	double	6000	6000	0.115692
convert(COO,Dense)	Dense	double	7000	7000	0.15433
convert(COO,Dense)	Dense	double	8000	8000	0.19845
convert(COO,Dense)	Dense	double	9000	9000	0.24791
convert(COO,Dense)	Dense	double	10000	10000	0.305044
