func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(CRS)	CRS	float	10000	10000	0.0014625	0.553845
m_atan(CRS)	CRS	float	20000	20000	0.00147349	1.09943
m_atan(CRS)	CRS	float	30000	30000	0.00220601	1.10154
m_atan(CRS)	CRS	float	40000	40000	0.00292987	1.10585
m_atan(CRS)	CRS	float	50000	50000	0.00237895	1.70243
m_atan(CRS)	CRS	float	60000	60000	0.00262203	1.85353
m_atan(CRS)	CRS	float	70000	70000	0.00320052	1.77159
m_atan(CRS)	CRS	float	80000	80000	0.00378476	1.71213
m_atan(CRS)	CRS	float	90000	90000	0.00443098	1.64524
m_atan(CRS)	CRS	float	100000	100000	0.00505931	1.60101
m_atan(CRS)	CRS	double	10000	10000	0.000894902	0.905127
m_atan(CRS)	CRS	double	20000	20000	0.00177327	0.913568
m_atan(CRS)	CRS	double	30000	30000	0.00267246	0.909276
m_atan(CRS)	CRS	double	40000	40000	0.00379327	0.854145
m_atan(CRS)	CRS	double	50000	50000	0.0050334	0.804625
m_atan(CRS)	CRS	double	60000	60000	0.00673166	0.721962
m_atan(CRS)	CRS	double	70000	70000	0.0080237	0.706657
m_atan(CRS)	CRS	double	80000	80000	0.0114865	0.56414
m_atan(CRS)	CRS	double	90000	90000	0.0104077	0.70044
m_atan(CRS)	CRS	double	100000	100000	0.0145337	0.557323
