func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sqrt(Dense)	Dense	float	1000	1000	0.00132772	0.753173
m_sqrt(Dense)	Dense	float	2000	2000	0.00252811	1.58221
m_sqrt(Dense)	Dense	float	3000	3000	0.00631798	1.4245
m_sqrt(Dense)	Dense	float	4000	4000	0.0117896	1.35713
m_sqrt(Dense)	Dense	float	5000	5000	0.0150726	1.65863
m_sqrt(Dense)	Dense	float	6000	6000	0.0260925	1.37971
m_sqrt(Dense)	Dense	float	7000	7000	0.0296157	1.65453
m_sqrt(Dense)	Dense	float	8000	8000	0.0366683	1.74538
m_sqrt(Dense)	Dense	float	9000	9000	0.0416393	1.94528
m_sqrt(Dense)	Dense	float	10000	10000	0.0495316	2.01891
m_sqrt(Dense)	Dense	double	1000	1000	0.000717067	1.39457
m_sqrt(Dense)	Dense	double	2000	2000	0.00267996	1.49256
m_sqrt(Dense)	Dense	double	3000	3000	0.00613795	1.46629
m_sqrt(Dense)	Dense	double	4000	4000	0.0118855	1.34618
m_sqrt(Dense)	Dense	double	5000	5000	0.0224313	1.11451
m_sqrt(Dense)	Dense	double	6000	6000	0.0355535	1.01256
m_sqrt(Dense)	Dense	double	7000	7000	0.0362777	1.35069
m_sqrt(Dense)	Dense	double	8000	8000	0.050039	1.279
m_sqrt(Dense)	Dense	double	9000	9000	0.0667784	1.21297
m_sqrt(Dense)	Dense	double	10000	10000	0.0663786	1.50651
