func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_mul(Dense,Dense,Dense)	Dense	float	1000	1000	0.000807096	1.23901	14.8681
mm_mul(Dense,Dense,Dense)	Dense	float	2000	2000	0.00916669	0.436362	5.23635
mm_mul(Dense,Dense,Dense)	Dense	float	3000	3000	0.0177158	0.508022	6.09626
mm_mul(Dense,Dense,Dense)	Dense	float	4000	4000	0.013306	1.20246	14.4296
mm_mul(Dense,Dense,Dense)	Dense	float	5000	5000	0.0441227	0.566601	6.79922
mm_mul(Dense,Dense,Dense)	Dense	float	6000	6000	0.0313654	1.14776	13.7731
mm_mul(Dense,Dense,Dense)	Dense	float	7000	7000	0.0549876	0.89111	10.6933
mm_mul(Dense,Dense,Dense)	Dense	float	8000	8000	0.0654708	0.977535	11.7304
mm_mul(Dense,Dense,Dense)	Dense	float	9000	9000	0.0829059	0.977011	11.7241
mm_mul(Dense,Dense,Dense)	Dense	float	10000	10000	0.072069	1.38756	16.6507
mm_mul(Dense,Dense,Dense)	Dense	double	1000	1000	0.000163694	6.10897	146.615
mm_mul(Dense,Dense,Dense)	Dense	double	2000	2000	0.0108636	0.368202	8.83685
mm_mul(Dense,Dense,Dense)	Dense	double	3000	3000	0.00960708	0.93681	22.4834
mm_mul(Dense,Dense,Dense)	Dense	double	4000	4000	0.0191793	0.834234	20.0216
mm_mul(Dense,Dense,Dense)	Dense	double	5000	5000	0.0307759	0.812325	19.4958
mm_mul(Dense,Dense,Dense)	Dense	double	6000	6000	0.0639098	0.563294	13.5191
mm_mul(Dense,Dense,Dense)	Dense	double	7000	7000	0.065548	0.747544	17.9411
mm_mul(Dense,Dense,Dense)	Dense	double	8000	8000	0.11338	0.564476	13.5474
mm_mul(Dense,Dense,Dense)	Dense	double	9000	9000	0.0995875	0.813355	19.5205
mm_mul(Dense,Dense,Dense)	Dense	double	10000	10000	0.125648	0.795877	19.1011
