func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	0.000782637	1.27773
m_ceil(Dense)	Dense	float	2000	2000	0.000154972	25.8112
m_ceil(Dense)	Dense	float	3000	3000	0.00034375	26.1818
m_ceil(Dense)	Dense	float	4000	4000	0.0055775	2.86867
m_ceil(Dense)	Dense	float	5000	5000	0.0140083	1.78465
m_ceil(Dense)	Dense	float	6000	6000	0.0135886	2.64928
m_ceil(Dense)	Dense	float	7000	7000	0.0231626	2.11548
m_ceil(Dense)	Dense	float	8000	8000	0.0263399	2.42978
m_ceil(Dense)	Dense	float	9000	9000	0.0363987	2.22535
m_ceil(Dense)	Dense	float	10000	10000	0.0271794	3.67926
m_ceil(Dense)	Dense	double	1000	1000	8.88456e-05	11.2555
m_ceil(Dense)	Dense	double	2000	2000	0.00507094	0.788809
m_ceil(Dense)	Dense	double	3000	3000	0.0146906	0.612638
m_ceil(Dense)	Dense	double	4000	4000	0.0228444	0.700392
m_ceil(Dense)	Dense	double	5000	5000	0.03302	0.757118
m_ceil(Dense)	Dense	double	6000	6000	0.0172136	2.09137
m_ceil(Dense)	Dense	double	7000	7000	0.0417946	1.1724
m_ceil(Dense)	Dense	double	8000	8000	0.0557802	1.14736
m_ceil(Dense)	Dense	double	9000	9000	0.0570976	1.41862
m_ceil(Dense)	Dense	double	10000	10000	0.0588774	1.69844
