func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00861541	232.142
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0157808	427.735
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0597124	267.951
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0847657	368.663
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.127013	425.152
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.181651	472.06
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.243704	525.226
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.334111	545.477
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.477299	523.781
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0101361	197.314
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0299503	225.373
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0645387	247.913
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119378	261.773
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.210618	256.389
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.322373	265.996
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.479514	266.937
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.726555	250.841
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.916678	272.724
