func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	0.00183365	0.00109072	0.00436289
sv_sub	float	2000	0.00182973	0.00218612	0.00874447
sv_sub	float	4000	0.00184563	0.00433457	0.0173383
sv_sub	float	8000	0.00189546	0.00844123	0.0337649
sv_sub	float	16000	0.00194061	0.0164897	0.0659588
sv_sub	float	32000	0.00225274	0.0284098	0.113639
sv_sub	float	64000	0.00259029	0.0494153	0.197661
sv_sub	float	128000	0.00333014	0.0768735	0.307494
sv_sub	float	256000	0.00443208	0.115521	0.462085
sv_sub	float	512000	0.00695337	0.147267	0.589067
sv_sub	float	1024000	0.0121214	0.168957	0.675828
sv_sub	float	2048000	0.0207602	0.1973	0.789202
sv_sub	float	4096000	0.0392637	0.208641	0.834562
sv_sub	float	8192000	0.0802418	0.204183	0.816732
sv_sub	float	16384000	0.154361	0.212281	0.849126
sv_sub	float	32768000	0.302699	0.216506	0.866023
