func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	4.114e-07	4.86145	9.7229
nrm2	float	2000	6.822e-07	5.86338	11.7268
nrm2	float	4000	9.573e-07	8.35684	16.7137
nrm2	float	8000	1.8432e-06	8.68056	17.3611
nrm2	float	16000	3.2879e-06	9.73266	19.4653
nrm2	float	32000	6.5317e-06	9.79837	19.5967
nrm2	float	64000	9.206e-06	13.904	27.808
nrm2	float	128000	9.9409e-06	25.7522	51.5044
nrm2	float	256000	1.21271e-05	42.2195	84.439
nrm2	float	512000	1.67308e-05	61.2045	122.409
nrm2	float	1024000	2.64116e-05	77.5417	155.083
nrm2	float	2048000	4.43466e-05	92.3633	184.727
nrm2	float	4096000	8.1209e-05	100.876	201.751
nrm2	float	8192000	0.000154901	105.771	211.542
nrm2	float	16384000	0.00119619	27.3936	54.7872
nrm2	float	32768000	0.0132333	4.95237	9.90474
nrm2	float	65536000	0.00500997	26.1622	52.3245
nrm2	double	1000	4.854e-07	4.12031	16.4813
nrm2	double	2000	8.424e-07	4.74834	18.9934
nrm2	double	4000	1.6257e-06	4.92096	19.6838
nrm2	double	8000	3.179e-06	5.03303	20.1321
nrm2	double	16000	6.8885e-06	4.64542	18.5817
nrm2	double	32000	7.8053e-06	8.19956	32.7982
nrm2	double	64000	9.7323e-06	13.1521	52.6083
nrm2	double	128000	1.32328e-05	19.3459	77.3835
nrm2	double	256000	1.50965e-05	33.9151	135.661
nrm2	double	512000	2.01745e-05	50.7571	203.029
nrm2	double	1024000	0.00279458	0.732847	2.93139
nrm2	double	2048000	5.87878e-05	69.6743	278.697
nrm2	double	4096000	0.000117711	69.5944	278.378
nrm2	double	8192000	0.00516596	3.17153	12.6861
nrm2	double	16384000	0.0130893	2.50342	10.0137
nrm2	double	32768000	0.00504733	12.9843	51.9372
nrm2	double	65536000	0.0111327	11.7736	47.0945
