func	prec	M	N	time[sec]
convert(COO,Dense)	float	1000	1000	0.00237283
convert(COO,Dense)	float	2000	2000	0.00584042
convert(COO,Dense)	float	3000	3000	0.0166537
convert(COO,Dense)	float	4000	4000	0.0287452
convert(COO,Dense)	float	5000	5000	0.0442595
convert(COO,Dense)	double	1000	1000	0.0028836
convert(COO,Dense)	double	2000	2000	0.00943356
convert(COO,Dense)	double	3000	3000	0.0312118
convert(COO,Dense)	double	4000	4000	0.0540713
convert(COO,Dense)	double	5000	5000	0.0829446
