func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.000793474	0.102083	0.816662
mscal(CRS)	float	2000	2000	2.62194e-05	6.17863	49.429
mscal(CRS)	float	4000	4000	3.64988e-05	8.877	71.016
mscal(CRS)	float	8000	8000	6.90357e-05	9.38645	75.0916
mscal(CRS)	float	16000	16000	0.000134467	9.63802	77.1041
mscal(CRS)	float	32000	32000	0.00022929	11.3045	90.4357
mscal(CRS)	float	64000	64000	0.00112269	4.61749	36.9399
mscal(CRS)	double	1000	1000	2.72284e-05	2.97484	47.5974
mscal(CRS)	double	2000	2000	3.72126e-05	4.35336	69.6538
mscal(CRS)	double	4000	4000	6.45083e-05	5.02261	80.3618
mscal(CRS)	double	8000	8000	0.000135528	4.78129	76.5006
mscal(CRS)	double	16000	16000	0.00023874	5.42849	86.8559
mscal(CRS)	double	32000	32000	0.00112345	2.30717	36.9148
mscal(CRS)	double	64000	64000	0.008565	0.605254	9.68407
