func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.00153361	0.0528166
m_tanh(CRS)	float	2000	2000	0.000102997	1.57286
m_tanh(CRS)	float	4000	4000	0.000186316	1.73898
m_tanh(CRS)	float	8000	8000	0.000357299	1.81361
m_tanh(CRS)	float	16000	16000	0.000694166	1.86699
m_tanh(CRS)	float	32000	32000	0.00134942	1.92083
m_tanh(CRS)	float	64000	64000	0.00275084	1.88452
m_tanh(CRS)	double	1000	1000	9.42814e-05	0.85913
m_tanh(CRS)	double	2000	2000	0.000159747	1.01411
m_tanh(CRS)	double	4000	4000	0.000309785	1.04589
m_tanh(CRS)	double	8000	8000	0.000614157	1.0551
m_tanh(CRS)	double	16000	16000	0.00120237	1.07787
m_tanh(CRS)	double	32000	32000	0.00242734	1.06783
m_tanh(CRS)	double	64000	64000	0.00774727	0.669139
