func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	float	1000	0.001835	0.00108992	0.00435967
sv_mul	float	2000	0.00183568	0.00217903	0.00871613
sv_mul	float	4000	0.0018447	0.00433675	0.017347
sv_mul	float	8000	0.00187912	0.0085146	0.0340584
sv_mul	float	16000	0.00195767	0.016346	0.065384
sv_mul	float	32000	0.00225851	0.0283372	0.113349
sv_mul	float	64000	0.00259638	0.0492994	0.197198
sv_mul	float	128000	0.00363375	0.0704506	0.281802
sv_mul	float	256000	0.00442823	0.115622	0.462487
sv_mul	float	512000	0.0069325	0.14771	0.59084
sv_mul	float	1024000	0.0121466	0.168607	0.674427
sv_mul	float	2048000	0.0206469	0.198383	0.793534
sv_mul	float	4096000	0.0393339	0.208268	0.833072
sv_mul	float	8192000	0.0805087	0.203506	0.814024
sv_mul	float	16384000	0.154694	0.211824	0.847298
sv_mul	float	32768000	0.303001	0.21629	0.86516
