func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.9923e-06	0.111206	0.444825
sum	float	2000	9.426e-06	0.212179	0.848716
sum	float	4000	9.6011e-06	0.416619	1.66648
sum	float	8000	9.4784e-06	0.844024	3.3761
sum	float	16000	1.04607e-05	1.52953	6.11814
sum	float	32000	1.09852e-05	2.91301	11.652
sum	float	64000	1.38916e-05	4.6071	18.4284
sum	float	128000	1.93662e-05	6.60945	26.4378
sum	float	256000	2.73618e-05	9.35611	37.4244
sum	float	512000	4.61754e-05	11.0882	44.3526
sum	float	1024000	8.34421e-05	12.272	49.0879
sum	float	2048000	0.000157866	12.973	51.892
sum	float	4096000	0.0003061	13.3812	53.525
sum	float	8192000	0.000603768	13.5681	54.2725
sum	float	16384000	0.00138859	11.799	47.1962
sum	float	32768000	0.0109204	3.00063	12.0025
sum	float	65536000	0.0197754	3.31401	13.256
sum	double	1000	9.0229e-06	0.110829	0.886633
sum	double	2000	8.9418e-06	0.223669	1.78935
sum	double	4000	9.3431e-06	0.428123	3.42499
sum	double	8000	1.01089e-05	0.791382	6.33105
sum	double	16000	1.06853e-05	1.49738	11.9791
sum	double	32000	1.09577e-05	2.92032	23.3626
sum	double	64000	1.35031e-05	4.73965	37.9172
sum	double	128000	1.82413e-05	7.01704	56.1363
sum	double	256000	2.70434e-05	9.46627	75.7301
sum	double	512000	4.55789e-05	11.2333	89.8661
sum	double	1024000	8.21653e-05	12.4627	99.7015
sum	double	2048000	0.000157551	12.999	103.992
sum	double	4096000	0.00031621	12.9534	103.627
sum	double	8192000	0.0051998	1.57545	12.6036
sum	double	16384000	0.00250124	6.55035	52.4028
sum	double	32768000	0.00518372	6.32133	50.5707
sum	double	65536000	0.0485745	1.34919	10.7935
