func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000933437	0.00214262	0.0128557
axpyz	float	2000	0.000936029	0.00427337	0.0256402
axpyz	float	4000	0.000942563	0.00848749	0.050925
axpyz	float	8000	0.000958965	0.0166847	0.100108
axpyz	float	16000	0.000981959	0.0325879	0.195527
axpyz	float	32000	0.00103674	0.0617318	0.370391
axpyz	float	64000	0.00114052	0.11223	0.673378
axpyz	float	128000	0.00136617	0.187386	1.12431
axpyz	float	256000	0.00178021	0.287606	1.72564
axpyz	float	512000	0.00285012	0.359283	2.1557
axpyz	float	1024000	0.00409471	0.500158	3.00095
axpyz	float	2048000	0.00710724	0.576314	3.45788
axpyz	float	4096000	0.0121774	0.672722	4.03633
axpyz	float	8192000	0.0224676	0.729229	4.37538
axpyz	float	16384000	0.0431622	0.759184	4.5551
axpyz	float	32768000	0.0870319	0.753011	4.51807
axpyz	float	65536000	0.178303	0.735107	4.41064
axpyz	double	1000	0.000729991	0.00273976	0.0328771
axpyz	double	2000	0.000737674	0.00542245	0.0650694
axpyz	double	4000	0.000746371	0.0107185	0.128622
axpyz	double	8000	0.00075762	0.0211188	0.253425
axpyz	double	16000	0.000791173	0.0404463	0.485355
axpyz	double	32000	0.000839969	0.0761933	0.91432
axpyz	double	64000	0.000950006	0.134736	1.61683
axpyz	double	128000	0.00117891	0.21715	2.6058
axpyz	double	256000	0.00159696	0.320608	3.8473
axpyz	double	512000	0.00245047	0.41788	5.01456
axpyz	double	1024000	0.0042175	0.485596	5.82715
axpyz	double	2048000	0.00763502	0.536475	6.43771
axpyz	double	4096000	0.0144008	0.568856	6.82628
axpyz	double	8192000	0.0284919	0.575041	6.90049
axpyz	double	16384000	0.0560535	0.584584	7.01501
axpyz	double	32768000	0.111717	0.586627	7.03952
