func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.5179e-06	0.399048	1.06413
xpay	float	2000	7.8007e-06	0.769162	2.0511
xpay	float	4000	8.4644e-06	1.4177	3.78054
xpay	float	8000	9.0713e-06	2.64571	7.05522
xpay	float	16000	8.3234e-06	5.76687	15.3783
xpay	float	32000	8.1447e-06	11.7868	31.4315
xpay	float	64000	8.5232e-06	22.5268	60.0713
xpay	float	128000	1.03667e-05	37.0417	98.7778
xpay	float	256000	1.66849e-05	46.0296	122.746
xpay	float	512000	1.69311e-05	90.7206	241.922
xpay	float	1024000	3.57162e-05	86.0114	229.364
xpay	float	2048000	6.31349e-05	97.3154	259.508
xpay	float	4096000	0.000122305	100.471	267.921
xpay	float	8192000	0.00217332	11.308	30.1548
xpay	float	16384000	0.0139003	3.53604	9.42945
xpay	float	32768000	0.0138183	7.11407	18.9708
xpay	float	65536000	0.0349284	5.62889	15.0104
xpay	double	1000	0.0011591	0.00258822	0.0138038
xpay	double	2000	7.6987e-06	0.779352	4.15655
xpay	double	4000	7.6326e-06	1.5722	8.38509
xpay	double	8000	7.8478e-06	3.05818	16.3103
xpay	double	16000	8.6383e-06	5.55665	29.6355
xpay	double	32000	8.3527e-06	11.4933	61.2975
xpay	double	64000	9.4177e-06	20.3871	108.731
xpay	double	128000	1.21784e-05	31.5312	168.167
xpay	double	256000	2.00735e-05	38.2594	204.05
xpay	double	512000	3.73306e-05	41.1459	219.445
xpay	double	1024000	6.70347e-05	45.827	244.411
xpay	double	2048000	0.000147405	41.6811	222.299
xpay	double	4096000	0.00537745	2.2851	12.1872
xpay	double	8192000	0.0141052	1.74234	9.29246
xpay	double	16384000	0.015569	3.15704	16.8376
xpay	double	32768000	0.0542779	1.81112	9.65932
xpay	double	65536000	0.0565721	3.47535	18.5352
