func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00084195	0.192411	1.15446
matadd(CRS,CRS,CRS)	float	2000	2000	4.301e-05	7.53313	45.1988
matadd(CRS,CRS,CRS)	float	4000	4000	7.81588e-05	8.29081	49.7449
matadd(CRS,CRS,CRS)	float	8000	8000	0.000158702	8.16626	48.9976
matadd(CRS,CRS,CRS)	float	16000	16000	0.000296547	8.7406	52.4436
matadd(CRS,CRS,CRS)	float	32000	32000	0.00363119	1.42763	8.56579
matadd(CRS,CRS,CRS)	float	64000	64000	0.00994942	1.04207	6.25242
matadd(CRS,CRS,CRS)	double	1000	1000	4.08597e-05	3.96479	47.5774
matadd(CRS,CRS,CRS)	double	2000	2000	7.14532e-05	4.53444	54.4132
matadd(CRS,CRS,CRS)	double	4000	4000	0.000142501	4.54732	54.5678
matadd(CRS,CRS,CRS)	double	8000	8000	0.000298533	4.34123	52.0948
matadd(CRS,CRS,CRS)	double	16000	16000	0.00253368	1.02302	12.2762
matadd(CRS,CRS,CRS)	double	32000	32000	0.00988277	0.524549	6.29459
matadd(CRS,CRS,CRS)	double	64000	64000	0.0219106	0.473195	5.67835
