func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.00175029	1.14267
matvec(Dense)	float	2000	2000	6.32958e-05	126.391
matvec(Dense)	float	3000	3000	0.000181128	99.3773
matvec(Dense)	float	4000	4000	0.00494261	6.47431
matvec(Dense)	float	5000	5000	0.00942711	5.30385
matvec(Dense)	double	1000	1000	0.000139058	14.3825
matvec(Dense)	double	2000	2000	0.000148856	53.7434
matvec(Dense)	double	3000	3000	0.00579591	3.10564
matvec(Dense)	double	4000	4000	0.0128135	2.49737
matvec(Dense)	double	5000	5000	0.0202292	2.47168
