func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.571e-07	7.77907	31.1163
dot	float	2000	2.845e-07	14.0598	56.239
dot	float	4000	6.176e-07	12.9534	51.8135
dot	float	8000	1.6385e-06	9.76503	39.0601
dot	float	16000	3.4519e-06	9.27026	37.081
dot	float	32000	9.2821e-06	6.89499	27.58
dot	float	64000	8.0287e-06	15.9428	63.7712
dot	float	128000	9.1275e-06	28.0471	112.188
dot	float	256000	1.12889e-05	45.3543	181.417
dot	float	512000	1.54947e-05	66.0871	264.348
dot	float	1024000	2.87227e-05	71.3025	285.21
dot	float	2048000	4.85465e-05	84.3727	337.491
dot	float	4096000	9.13792e-05	89.6484	358.594
dot	float	8192000	0.00124193	13.1924	52.7696
dot	float	16384000	0.0126319	2.59407	10.3763
dot	float	32768000	0.0120426	5.44202	21.7681
dot	float	65536000	0.0153576	8.53465	34.1386
dot	double	1000	3.593e-07	5.56638	44.531
dot	double	2000	7.09e-07	5.64175	45.134
dot	double	4000	1.6081e-06	4.97481	39.7985
dot	double	8000	9.8971e-06	1.61664	12.9331
dot	double	16000	7.9759e-06	4.01209	32.0967
dot	double	32000	8.3539e-06	7.66109	61.2887
dot	double	64000	1.03327e-05	12.3879	99.1028
dot	double	128000	1.13013e-05	22.6523	181.218
dot	double	256000	1.53382e-05	33.3807	267.046
dot	double	512000	2.77644e-05	36.8818	295.054
dot	double	1024000	4.81555e-05	42.5289	340.231
dot	double	2048000	0.000162811	25.1581	201.265
dot	double	4096000	0.00507131	1.61536	12.9229
dot	double	8192000	0.0129142	1.26868	10.1494
dot	double	16384000	0.0159686	2.05203	16.4163
dot	double	32768000	0.0237471	2.75975	22.078
dot	double	65536000	0.0644039	2.03516	16.2813
