func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.000521346	0.155367
m_tanh(CRS)	float	2000	2000	0.000531643	0.304716
m_tanh(CRS)	float	4000	4000	0.00097718	0.331566
m_tanh(CRS)	float	8000	8000	0.00189019	0.342823
m_tanh(CRS)	float	16000	16000	0.00369423	0.350817
m_tanh(CRS)	float	32000	32000	0.00726729	0.356667
m_tanh(CRS)	float	64000	64000	0.0147182	0.352217
m_tanh(CRS)	double	1000	1000	0.000440725	0.183788
m_tanh(CRS)	double	2000	2000	0.000793629	0.204126
m_tanh(CRS)	double	4000	4000	0.00151259	0.214201
m_tanh(CRS)	double	8000	8000	0.00294252	0.22022
m_tanh(CRS)	double	16000	16000	0.00577563	0.224391
m_tanh(CRS)	double	32000	32000	0.0116971	0.221593
m_tanh(CRS)	double	64000	64000	0.0226831	0.22854
