func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00176343	1.13415
mv_mul(Dense)	float	2000	2000	6.78195e-05	117.96
mv_mul(Dense)	float	3000	3000	0.000167978	107.157
mv_mul(Dense)	float	4000	4000	0.00497779	6.42855
mv_mul(Dense)	float	5000	5000	0.0093977	5.32045
mv_mul(Dense)	double	1000	1000	0.000152606	13.1056
mv_mul(Dense)	double	2000	2000	0.00015485	51.663
mv_mul(Dense)	double	3000	3000	0.00587925	3.06161
mv_mul(Dense)	double	4000	4000	0.0125071	2.55855
mv_mul(Dense)	double	5000	5000	0.0197398	2.53296
