func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.0172797	0.115742
mv_mul(Dense)	float	2000	2000	0.00158543	5.04594
mv_mul(Dense)	float	3000	3000	0.00180846	9.95323
mv_mul(Dense)	float	4000	4000	0.00232512	13.7627
mv_mul(Dense)	float	5000	5000	0.00236764	21.1181
mv_mul(Dense)	double	1000	1000	0.00168949	1.18379
mv_mul(Dense)	double	2000	2000	0.00161455	4.95494
mv_mul(Dense)	double	3000	3000	0.00198544	9.066
mv_mul(Dense)	double	4000	4000	0.0025423	12.587
mv_mul(Dense)	double	5000	5000	0.00330028	15.1502
